Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
DODGE,STRATUS,MID-SIZE,2,4,M5,X,10.6,7.5,9.2,31,212
DODGE,STRATUS,MID-SIZE,2.5,6,A4,X,13.2,8.9,11.3,25,260
DODGE,VIPER RT/10,TWO-SEATER,8,10,M6,Z,21.4,11.8,17.1,17,393
EAGLE,SUMMIT,SUBCOMPACT,1.5,4,A3,X,9.4,7.9,8.7,32,200
EAGLE,SUMMIT,SUBCOMPACT,1.5,4,M5,X,8.3,6.6,7.5,38,173
EAGLE,SUMMIT,SUBCOMPACT,1.8,4,A4,X,10.3,7.8,9.2,31,212
EAGLE,SUMMIT,SUBCOMPACT,1.8,4,M5,X,10.2,7.6,9.1,31,209
EAGLE,SUMMIT AWD WAGON,STATION WAGON - MID-SIZE,2.4,4,A4,X,14.3,11,12.8,22,294
EAGLE,SUMMIT AWD WAGON,STATION WAGON - MID-SIZE,2.4,4,M5,X,13,10.5,11.9,24,274
EAGLE,SUMMIT WAGON,STATION WAGON - MID-SIZE,1.8,4,A4,X,11.5,8.9,10.3,27,237
EAGLE,SUMMIT WAGON,STATION WAGON - MID-SIZE,1.8,4,M5,X,11,8.7,9.9,29,228
EAGLE,SUMMIT WAGON,STATION WAGON - MID-SIZE,2.4,4,A4,X,13.3,9.8,11.7,24,269
EAGLE,SUMMIT WAGON,STATION WAGON - MID-SIZE,2.4,4,M5,X,11.9,9.5,10.8,26,248
EAGLE,TALON ESI,SUBCOMPACT,2,4,A4,X,12.2,8.3,10.5,27,242
EAGLE,TALON ESI,SUBCOMPACT,2,4,M5,X,11.9,8,10.2,28,235
EAGLE,TALON TSI TURBO AWD #,SUBCOMPACT,2,4,A4,Z,13.8,10.4,12.3,23,283
EAGLE,TALON TSI TURBO AWD #,SUBCOMPACT,2,4,M5,Z,12.8,9.5,11.3,25,260
EAGLE,VISION,FULL-SIZE,3.3,6,A4,X,13.9,9.4,11.9,24,274
EAGLE,VISION,FULL-SIZE,3.5,6,A4,X,15.3,9.9,12.9,22,297
FERRARI,348 SPIDER,TWO-SEATER,3.4,8,M5,Z,20.8,13.4,17.5,16,403
FERRARI,456 GT,SUBCOMPACT,5.5,12,M6,Z,25.5,16.1,21.3,13,490
FERRARI,F355 BERLINETTA/GTS,TWO-SEATER,3.5,8,M6,Z,26.1,16.8,21.9,13,504
FORD,AEROSTAR VAN,VAN - CARGO,3,6,A4,X,14.8,10.7,13,22,299
FORD,AEROSTAR WAGON,MINIVAN,3,6,A4,X,15.3,11,13.4,21,308
FORD,AEROSTAR WAGON,MINIVAN,4,6,A4,X,16.1,11.5,14,20,322
FORD,AEROSTAR WAGON AWD,MINIVAN,4,6,A4,X,17.3,12.9,15.3,18,352
FORD,ASPIRE,SUBCOMPACT,1.3,4,A3,X,9.3,7.6,8.5,33,196
FORD,ASPIRE,SUBCOMPACT,1.3,4,M5,X,7.7,6.2,7,40,161
FORD,BRONCO 4X4,SUV,5,8,A4,X,18.9,13.5,16.5,17,380
FORD,BRONCO 4X4,SUV,5,8,M5,X,19.1,14.6,17.1,17,393
FORD,BRONCO 4X4,SUV,5.8,8,A4,X,20.6,15.1,18.1,16,416
FORD,CONTOUR,COMPACT,2,4,A4,X,11.3,8.1,9.9,29,228
FORD,CONTOUR,COMPACT,2,4,M5,X,11,7.4,9.4,30,216
FORD,CONTOUR,COMPACT,2.5,6,A4,X,12.3,8.5,10.6,27,244
FORD,CONTOUR,COMPACT,2.5,6,M5,X,13,8.8,11.1,25,255
FORD,CROWN VICTORIA,FULL-SIZE,4.6,8,A4,X,15.1,9.9,12.8,22,294
FORD,E150 VAN,VAN - CARGO,4.9,6,A3,X,18.4,16,17.3,16,398
FORD,E150 VAN,VAN - CARGO,4.9,6,A4,X,18.8,14.2,16.7,17,384
FORD,E150 VAN,VAN - CARGO,5,8,A4,X,19.7,13.7,17,17,391
FORD,E150 VAN,VAN - CARGO,5.8,8,A4,X,19.9,14.3,17.4,16,400
FORD,E150 WAGON,VAN - PASSENGER,4.9,6,A4,X,20,15.2,17.8,16,409
FORD,E150 WAGON,VAN - PASSENGER,5,8,A4,X,19.7,13.7,17,17,391
FORD,E150 WAGON,VAN - PASSENGER,5.8,8,A4,X,21.8,15.3,18.9,15,435
FORD,E250 VAN,VAN - CARGO,4.9,6,A3,X,20.7,18.5,19.7,14,453
FORD,E250 VAN,VAN - CARGO,4.9,6,A4,X,20,15.2,17.8,16,409
FORD,E250 VAN,VAN - CARGO,5.8,8,A4,X,21.8,16.1,19.2,15,442
FORD,ESCORT,COMPACT,1.8,4,A4,X,11.8,8.9,10.5,27,242
FORD,ESCORT,COMPACT,1.8,4,M5,X,11,8.5,9.8,29,225
FORD,ESCORT,COMPACT,1.9,4,A4,X,10.5,7.4,9.1,31,209
FORD,ESCORT,COMPACT,1.9,4,M5,X,9.2,7,8.2,34,189
FORD,ESCORT WAGON,STATION WAGON - SMALL,1.9,4,A4,X,10.5,7.4,9.1,31,209
FORD,ESCORT WAGON,STATION WAGON - SMALL,1.9,4,M5,X,9.2,7,8.2,34,189
FORD,F150,PICKUP TRUCK - STANDARD,4.9,6,A4,X,17.6,12.9,15.5,18,357
FORD,F150,PICKUP TRUCK - STANDARD,4.9,6,M5,X,17.8,14.1,16.1,18,370
FORD,F150,PICKUP TRUCK - STANDARD,5,8,A4,X,18.3,13.4,16.1,18,370
FORD,F150,PICKUP TRUCK - STANDARD,5,8,M5,X,18.3,14.1,16.4,17,377
FORD,F150,PICKUP TRUCK - STANDARD,5.8,8,A4,X,19.9,14.2,17.3,16,398
FORD,F150 4X4,PICKUP TRUCK - STANDARD,4.9,6,A4,X,17.8,12.9,15.6,18,359
FORD,F150 4X4,PICKUP TRUCK - STANDARD,4.9,6,M5,X,17.6,13.6,15.8,18,363
FORD,F150 4X4,PICKUP TRUCK - STANDARD,5,8,A4,X,18.7,13.6,16.4,17,377
FORD,F150 4X4,PICKUP TRUCK - STANDARD,5,8,M5,X,19.1,14.6,17.1,17,393
FORD,F150 4X4,PICKUP TRUCK - STANDARD,5.8,8,A4,X,20.6,15.1,18.1,16,416
FORD,F250,PICKUP TRUCK - STANDARD,4.9,6,A4,X,18.8,14.2,16.7,17,384
FORD,F250,PICKUP TRUCK - STANDARD,4.9,6,M5,X,17.9,14.2,16.2,17,373
FORD,F250,PICKUP TRUCK - STANDARD,5,8,A4,X,19.7,13.7,17,17,391
FORD,F250,PICKUP TRUCK - STANDARD,5,8,M5,X,18.4,14.2,16.5,17,380
FORD,F250,PICKUP TRUCK - STANDARD,5.8,8,A4,X,19.9,14.3,17.4,16,400
FORD,MUSTANG,SUBCOMPACT,3.8,6,A4,X,13.6,8.9,11.5,25,265
FORD,MUSTANG,SUBCOMPACT,3.8,6,M5,X,13.1,8.7,11.1,25,255
FORD,MUSTANG #,SUBCOMPACT,5,8,A4,X,15.5,10.7,13.4,21,308
FORD,MUSTANG #,SUBCOMPACT,5,8,M5,X,16.1,10.4,13.5,21,311
FORD,PROBE,SUBCOMPACT,2,4,A4,X,11.9,8.3,10.3,27,237
FORD,PROBE,SUBCOMPACT,2,4,M5,X,10.5,7.8,9.3,30,214
FORD,PROBE,SUBCOMPACT,2.5,6,A4,Z,13.3,9.8,11.7,24,269
FORD,PROBE,SUBCOMPACT,2.5,6,M5,Z,12.9,9.7,11.5,25,265
FORD,RANGER,PICKUP TRUCK - STANDARD,2.3,4,A4,X,13,10.4,11.8,24,271
FORD,RANGER,PICKUP TRUCK - STANDARD,3,6,A4,X,14.8,10.7,13,22,299
FORD,RANGER,PICKUP TRUCK - STANDARD,3,6,M5,X,14.2,10.4,12.5,23,288
FORD,RANGER 4X4,PICKUP TRUCK - STANDARD,2.3,4,M5,X,12.3,9.7,11.2,25,258
FORD,RANGER 4X4,PICKUP TRUCK - STANDARD,3,6,A4,X,15.4,11.2,13.5,21,311
FORD,RANGER 4X4,PICKUP TRUCK - STANDARD,3,6,M5,X,14.8,10.5,12.9,22,297
FORD,TAURUS,MID-SIZE,3,6,A4,X,13.5,8.7,11.3,25,260
FORD,TAURUS,MID-SIZE,3.8,6,A4,X,13.9,9.3,11.8,24,271
FORD,TAURUS SC #,MID-SIZE,3,6,M5,Z,14.5,9.7,12.3,23,283
FORD,TAURUS SC #,MID-SIZE,3.2,6,A4,Z,14.9,9.8,12.6,22,290
FORD,TAURUS WAGON,STATION WAGON - MID-SIZE,3,6,A4,X,13.5,8.7,11.3,25,260
FORD,TAURUS WAGON,STATION WAGON - MID-SIZE,3.8,6,A4,X,14.7,9.8,12.5,23,288
FORD,THUNDERBIRD,MID-SIZE,3.8,6,A4,X,14,10.1,12.2,23,281
FORD,THUNDERBIRD,MID-SIZE,4.6,8,A4,X,15.1,9.9,12.8,22,294
FORD,THUNDERBIRD SC #,MID-SIZE,3.8,6,A4,Z,14.9,10.4,12.9,22,297
FORD,THUNDERBIRD SC #,MID-SIZE,3.8,6,M5,Z,14.4,9.8,12.3,23,283
FORD,WINDSTAR WAGON,MINIVAN,3.8,6,A4,X,15.3,10.7,13.3,21,306
GEO,METRO,SUBCOMPACT,1,3,M5,X,6.5,5.2,5.9,48,136
GEO,METRO,SUBCOMPACT,1.3,4,A3,X,9.2,7.4,8.4,34,193
GEO,METRO,SUBCOMPACT,1.3,4,M5,X,7.6,5.9,6.8,42,156
GMC,C1500 SIERRA,PICKUP TRUCK - STANDARD,4.3,6,A4,X,15.9,11.7,14,20,322
GMC,C1500 SIERRA,PICKUP TRUCK - STANDARD,4.3,6,M5,X,15.6,11.1,13.6,21,313
GMC,C1500 SIERRA,PICKUP TRUCK - STANDARD,4.3,6,M5,X,16.1,11.8,14.1,20,324
GMC,C1500 SIERRA,PICKUP TRUCK - STANDARD,5,8,A4,X,17.9,13.4,15.8,18,363
GMC,C1500 SIERRA,PICKUP TRUCK - STANDARD,5,8,M5,X,20.4,14.5,17.8,16,409
GMC,C1500 SIERRA,PICKUP TRUCK - STANDARD,5.7,8,A4,X,18.8,14.2,16.7,17,384
GMC,C1500 SIERRA,PICKUP TRUCK - STANDARD,5.7,8,M5,X,21.9,15,18.8,15,432
GMC,C1500 SIERRA,PICKUP TRUCK - STANDARD,5.7,8,M5,X,20.7,15.1,18.2,16,419
GMC,C1500 SIERRA DIESEL,PICKUP TRUCK - STANDARD,6.5,8,A4,D,15.1,11.4,13.5,21,365
GMC,C1500 SIERRA DIESEL,PICKUP TRUCK - STANDARD,6.5,8,M5,D,15.4,12.1,13.9,20,375
GMC,C1500 SIERRA TURBO DIESEL,PICKUP TRUCK - STANDARD,6.5,8,A4,D,16.1,12.5,14.4,20,389
GMC,C1500 SUBURBAN,SUV,5.7,8,A4,X,20,14.9,17.7,16,407
GMC,C2500 SIERRA,PICKUP TRUCK - STANDARD,4.3,6,A4,X,16.5,13.1,15,19,345
GMC,C2500 SIERRA,PICKUP TRUCK - STANDARD,4.3,6,M5,X,16.3,11.5,14.1,20,324
GMC,C2500 SIERRA,PICKUP TRUCK - STANDARD,4.3,6,M5,X,16.1,11.8,14.1,20,324
GMC,C2500 SIERRA,PICKUP TRUCK - STANDARD,5,8,A4,X,17.9,13.4,15.8,18,363
GMC,C2500 SIERRA,PICKUP TRUCK - STANDARD,5,8,M5,X,20.4,14.5,17.8,16,409
GMC,C2500 SIERRA,PICKUP TRUCK - STANDARD,5.7,8,A4,X,20.7,16.2,18.7,15,430
GMC,C2500 SIERRA,PICKUP TRUCK - STANDARD,5.7,8,M5,X,21.9,15,18.8,15,432
GMC,C2500 SIERRA,PICKUP TRUCK - STANDARD,5.7,8,M5,X,20.7,15.1,18.2,16,419
GMC,C2500 SIERRA DIESEL,PICKUP TRUCK - STANDARD,6.5,8,A4,D,15.4,11.5,13.7,21,370
GMC,C2500 SIERRA DIESEL,PICKUP TRUCK - STANDARD,6.5,8,M5,D,15.5,12.2,14,20,378
GMC,C2500 SIERRA TURBO DIESEL,PICKUP TRUCK - STANDARD,6.5,8,A4,D,16.4,12.8,14.8,19,400
GMC,G15/G25 VANDURA,VAN - PASSENGER,4.3,6,A4,X,16.5,13.1,15,19,345
GMC,G15/G25 VANDURA,VAN - PASSENGER,5,8,A4,X,18.9,15,17.2,16,396
GMC,G15/G25 VANDURA,VAN - CARGO,5.7,8,A4,X,20.8,16.3,18.8,15,432
GMC,G15/G25 VANDURA DIESEL,VAN - PASSENGER,6.5,8,A4,D,15.6,12,14,20,378
GMC,G25 RALLY,VAN - CARGO,4.3,6,A4,X,18.3,15.4,17,17,391
GMC,G25 RALLY,VAN - CARGO,5,8,A4,X,19.3,15.4,17.5,16,403
GMC,G25 RALLY,VAN - PASSENGER,5.7,8,A4,X,20.8,16.3,18.8,15,432
GMC,G35 RALLY,VAN - PASSENGER,5.7,8,A4,X,20,14.9,17.7,16,407
GMC,G35 VANDURA,VAN - PASSENGER,4.3,6,A4,X,18.3,15.4,17,17,391
GMC,G35 VANDURA,VAN - CARGO,5.7,8,A4,X,20.8,16.3,18.8,15,432
GMC,K1500 SIERRA 4X4,PICKUP TRUCK - STANDARD,4.3,6,A4,X,18,13.7,16.1,18,370
GMC,K1500 SIERRA 4X4,PICKUP TRUCK - STANDARD,4.3,6,M5,X,17.7,13.3,15.7,18,361
GMC,K1500 SIERRA 4X4,PICKUP TRUCK - STANDARD,4.3,6,M5,X,18.2,14.7,16.6,17,382
GMC,K1500 SIERRA 4X4,PICKUP TRUCK - STANDARD,5,8,A4,X,19.6,15.1,17.6,16,405
GMC,K1500 SIERRA 4X4,PICKUP TRUCK - STANDARD,5,8,M5,X,21.4,16,19,15,437
GMC,K1500 SIERRA 4X4,PICKUP TRUCK - STANDARD,5.7,8,A4,X,20.3,15.2,18,16,414
GMC,K1500 SIERRA 4X4,PICKUP TRUCK - STANDARD,5.7,8,M5,X,22.9,16.9,20.2,14,465
GMC,K1500 SIERRA 4X4,PICKUP TRUCK - STANDARD,5.7,8,M5,X,21.4,16.8,19.3,15,444
GMC,K1500 SIERRA 4X4 DIESEL,PICKUP TRUCK - STANDARD,6.5,8,A4,D,16.7,13.3,15.2,19,410
GMC,K1500 SIERRA 4X4 DIESEL,PICKUP TRUCK - STANDARD,6.5,8,M5,D,15.7,12.1,14.1,20,381
GMC,K1500 SIERRA 4X4 TURBODIESEL,PICKUP TRUCK - STANDARD,6.5,8,A4,D,17.4,13.6,15.7,18,424
GMC,K1500 SUBURBAN 4X4,SUV,5.7,8,A4,X,23.3,17.4,20.6,14,474
GMC,K1500 YUKON 4X4,SUV,5.7,8,A4,X,20.7,15.9,18.6,15,428
GMC,K1500 YUKON 4X4,SUV,5.7,8,M5,X,22.7,16.8,20,14,460
GMC,K2500 SIERRA 4X4,PICKUP TRUCK - STANDARD,4.3,6,A4,X,18,13.7,16.1,18,370
GMC,K2500 SIERRA 4X4,PICKUP TRUCK - STANDARD,4.3,6,M5,X,17.7,13.3,15.7,18,361
GMC,K2500 SIERRA 4X4,PICKUP TRUCK - STANDARD,4.3,6,M5,X,18.2,14.7,16.6,17,382
GMC,K2500 SIERRA 4X4,PICKUP TRUCK - STANDARD,5,8,A4,X,19.6,15.1,17.6,16,405
GMC,K2500 SIERRA 4X4,PICKUP TRUCK - STANDARD,5,8,M5,X,21.4,15.9,18.9,15,435
GMC,K2500 SIERRA 4X4,PICKUP TRUCK - STANDARD,5.7,8,A4,X,20.6,15.7,18.4,15,423
GMC,K2500 SIERRA 4X4,PICKUP TRUCK - STANDARD,5.7,8,M5,X,22.7,16.8,20,14,460
GMC,K2500 SIERRA 4X4,PICKUP TRUCK - STANDARD,5.7,8,M5,X,21.6,16.8,19.4,15,446
GMC,K2500 SIERRA 4X4 DIESEL,PICKUP TRUCK - STANDARD,6.5,8,A4,D,16.7,13.3,15.2,19,410
GMC,K2500 SIERRA 4X4 DIESEL,PICKUP TRUCK - STANDARD,6.5,8,M5,D,16.2,13.1,14.8,19,400
GMC,K2500 SIERRA 4X4 TURBODIESEL,PICKUP TRUCK - STANDARD,6.5,8,A4,D,17.4,13.7,15.8,18,427
GMC,S15 JIMMY #,SUV,4.3,6,A4,Z,16.8,12.2,14.7,19,338
GMC,S15 JIMMY #,SUV,4.3,6,M5,Z,17,12.2,14.9,19,343
GMC,S15 JIMMY 4X4 #,SUV,4.3,6,A4,Z,17.2,12.5,15.1,19,347
GMC,S15 JIMMY 4X4 #,SUV,4.3,6,M5,Z,17.2,12.6,15.1,19,347
GMC,S15 SONOMA,PICKUP TRUCK - SMALL,2.2,4,A4,X,13.4,9.8,11.8,24,271
GMC,S15 SONOMA,PICKUP TRUCK - SMALL,2.2,4,M5,X,12.1,9,10.7,26,246
GMC,S15 SONOMA,PICKUP TRUCK - SMALL,4.3,6,A4,X,15.2,11,13.3,21,306
GMC,S15 SONOMA,PICKUP TRUCK - SMALL,4.3,6,M5,X,16.7,11.7,14.4,20,331
GMC,S15 SONOMA #,PICKUP TRUCK - SMALL,4.3,6,A4,Z,16.7,12.1,14.6,19,336
GMC,S15 SONOMA #,PICKUP TRUCK - SMALL,4.3,6,M5,Z,17,12.2,14.9,19,343
GMC,S15 SONOMA 4X4,PICKUP TRUCK - STANDARD,4.3,6,A4,X,16.1,12,14.2,20,327
GMC,S15 SONOMA 4X4,PICKUP TRUCK - STANDARD,4.3,6,M5,X,17.2,11.8,14.8,19,340
GMC,S15 SONOMA 4X4 #,PICKUP TRUCK - STANDARD,4.3,6,A4,Z,17,12.3,14.9,19,343
GMC,S15 SONOMA 4X4 #,PICKUP TRUCK - STANDARD,4.3,6,M5,Z,17.2,12.6,15.1,19,347
GMC,SAFARI CARGO #,VAN - CARGO,4.3,6,A4,Z,16.8,12.2,14.7,19,338
GMC,SAFARI CARGO AWD #,VAN - CARGO,4.3,6,A4,Z,17.2,12.6,15.1,19,347
GMC,SAFARI PASSENGER #,VAN - PASSENGER,4.3,6,A4,Z,17,12.6,15,19,345
GMC,SAFARI PASSENGER AWD #,VAN - PASSENGER,4.3,6,A4,Z,17.9,13.5,15.9,18,366
HONDA,ACCORD,COMPACT,2.2,4,A4,X,11.7,8.7,10.3,27,237
HONDA,ACCORD,COMPACT,2.2,4,M5,X,10.9,8.2,9.7,29,223
HONDA,ACCORD EX-R,COMPACT,2.2,4,A4,X,11.6,8.7,10.3,27,237
HONDA,ACCORD EX-R,COMPACT,2.2,4,M5,X,11,8.3,9.8,29,225
HONDA,ACCORD V6,COMPACT,2.7,6,A4,X,14,10.4,12.4,23,285
HONDA,ACCORD WAGON,STATION WAGON - SMALL,2.2,4,A4,X,12.5,9.4,11.1,25,255
HONDA,ACCORD WAGON,STATION WAGON - SMALL,2.2,4,M5,X,11.1,8.7,10,28,230
HONDA,CIVIC,SUBCOMPACT,1.5,4,A4,X,9.8,7.2,8.6,33,198
HONDA,CIVIC,SUBCOMPACT,1.5,4,M5,X,7.8,6,7,40,161
HONDA,CIVIC COUPE SI,SUBCOMPACT,1.6,4,A4,X,10.8,7.8,9.4,30,216
HONDA,CIVIC COUPE SI,SUBCOMPACT,1.6,4,M5,X,9.6,7.3,8.6,33,198
HONDA,DEL SOL SI,TWO-SEATER,1.6,4,A4,X,10.8,7.8,9.4,30,216
HONDA,DEL SOL SI,TWO-SEATER,1.6,4,M5,X,9.6,7.3,8.6,33,198
HONDA,DEL SOL VTEC,TWO-SEATER,1.6,4,M5,Z,10.5,8.3,9.5,30,219
HONDA,ODYSSEY,MINIVAN,2.2,4,A4,X,13.2,10.5,12,24,276
HONDA,PRELUDE SR,SUBCOMPACT,2.3,4,A4,Z,12.3,9.7,11.2,25,258
HONDA,PRELUDE SR,SUBCOMPACT,2.3,4,M5,Z,11.9,9.7,10.9,26,251
HONDA,PRELUDE SR-V,SUBCOMPACT,2.2,4,M5,Z,12.3,10.1,11.3,25,260
HYUNDAI,ACCENT,COMPACT,1.5,4,A4,X,9.8,7,8.5,33,196
HYUNDAI,ACCENT,COMPACT,1.5,4,M5,X,9.3,6.8,8.2,34,189
HYUNDAI,ELANTRA,COMPACT,1.6,4,M5,X,12.1,8.7,10.6,27,244
HYUNDAI,ELANTRA,COMPACT,1.8,4,A4,X,11.9,8.9,10.6,27,244
HYUNDAI,ELANTRA,COMPACT,1.8,4,M5,X,12.5,9,10.9,26,251
HYUNDAI,SCOUPE,SUBCOMPACT,1.5,4,A4,X,10.3,7.1,8.9,32,205
HYUNDAI,SCOUPE,SUBCOMPACT,1.5,4,M5,X,9.2,6.8,8.1,35,186
HYUNDAI,SCOUPE TURBO,SUBCOMPACT,1.5,4,M5,X,9.7,7.3,8.6,33,198
HYUNDAI,SONATA,MID-SIZE,2,4,A4,X,12.2,8.9,10.7,26,246
HYUNDAI,SONATA,MID-SIZE,2,4,M5,X,12.3,8.9,10.8,26,248
HYUNDAI,SONATA,MID-SIZE,3,6,A4,X,14.5,10.4,12.6,22,290
INFINITI,G20,COMPACT,2,4,A4,X,12,8.9,10.6,27,244
INFINITI,G20,COMPACT,2,4,M5,X,11.3,8.1,9.9,29,228
INFINITI,J30,SUBCOMPACT,3,6,A4,Z,14.5,11,12.9,22,297
INFINITI,Q45,MID-SIZE,4.5,8,A4,Z,15.5,11.5,13.7,21,315
ISUZU,RODEO 4X4,SUV,3.2,6,A4,X,17.2,13.8,15.7,18,361
ISUZU,RODEO 4X4,SUV,3.2,6,M5,X,17.3,13.7,15.7,18,361
ISUZU,TROOPER 4X4,SUV,3.2,6,A4,X,18,13.9,16.2,17,373
ISUZU,TROOPER 4X4,SUV,3.2,6,M5,X,18,14.2,16.3,17,375
ISUZU,TROOPER 4X4 #,SUV,3.2,6,A4,X,18.9,14.5,16.9,17,389
JAGUAR,VANDEN PLAS,COMPACT,4,6,A4,Z,15.1,10.9,13.2,21,304
JAGUAR,XJ12,COMPACT,6,12,A4,Z,21.8,15.4,18.9,15,435
JAGUAR,XJ6,COMPACT,4,6,A4,Z,15.1,10.9,13.2,21,304
JAGUAR,XJR #,COMPACT,4,6,A4,Z,17.9,12.1,15.3,18,352
JAGUAR,XJS,SUBCOMPACT,4,6,A4,Z,14.5,10.2,12.5,23,288
JAGUAR,XJS CONVERTIBLE,MINICOMPACT,4,6,A4,Z,14.8,10.4,12.8,22,294
JAGUAR,XJS V12,SUBCOMPACT,6,12,A4,Z,21.2,15.1,18.4,15,423
JAGUAR,XJS V12 CONVERTIBLE,SUBCOMPACT,6,12,A4,Z,21.5,15.2,18.7,15,430
JEEP,CHEROKEE,SUV,2.5,4,A3,X,15.4,13.3,14.5,19,334
JEEP,CHEROKEE,SUV,2.5,4,M5,X,13.4,11,12.3,23,283
JEEP,CHEROKEE,SUV,4,6,A4,X,17.3,12.5,15.1,19,347
JEEP,CHEROKEE,SUV,4,6,M5,X,15.9,12,14.1,20,324
JEEP,CHEROKEE 4X4,SUV,2.5,4,A3,X,15.7,13.5,14.7,19,338
JEEP,CHEROKEE 4X4,SUV,2.5,4,M5,X,14.4,12.5,13.5,21,311
JEEP,CHEROKEE 4X4,SUV,4,6,A4,X,17.8,13,15.6,18,359
JEEP,CHEROKEE 4X4,SUV,4,6,M5,X,17.1,14.1,15.7,18,361
JEEP,GRAND CHEROKEE,SUV,4,6,A4,X,17.1,12.2,14.9,19,343
JEEP,GRAND CHEROKEE 4X4,SUV,4,6,A4,X,17.8,12.9,15.6,18,359
JEEP,GRAND CHEROKEE 4X4,SUV,5.2,8,A4,X,19,14.1,16.8,17,386
JEEP,YJ 4X4,SUV,2.5,4,A3,X,15.9,13.6,14.8,19,340
JEEP,YJ 4X4,SUV,2.5,4,M5,X,14.4,12.5,13.5,21,311
JEEP,YJ 4X4,SUV,4,6,A3,X,17.8,15.2,16.6,17,382
JEEP,YJ 4X4,SUV,4,6,M5,X,17.1,14.1,15.7,18,361
LAND ROVER,DISCOVERY 4X4,SUV,3.9,8,A4,Z,20.3,16.1,18.4,15,423
LAND ROVER,DISCOVERY 4X4,SUV,3.9,8,M5,Z,21.4,15.8,18.9,15,435
LAND ROVER,RANGE ROVER COUNTY LWB 4X4,SUV,4.2,8,A4,Z,21.6,16.9,19.5,14,449
LEXUS,ES300,COMPACT,3,6,A4,X,13.3,9,11.4,25,262
LEXUS,GS300,MID-SIZE,3,6,A4,Z,15.1,11.1,13.3,21,306
LEXUS,LS400,MID-SIZE,4,8,A4,Z,14.4,10.7,12.7,22,292
LEXUS,SC400,SUBCOMPACT,4,8,A4,Z,14.4,10.7,12.7,22,292
LINCOLN,MARK VIII #,MID-SIZE,4.6,8,A4,Z,15,10.2,12.8,22,294
LINCOLN,TOWN CAR,FULL-SIZE,4.6,8,A4,X,15.1,9.9,12.8,22,294
MAZDA,323,COMPACT,1.5,4,A4,X,10.4,7.5,9.1,31,209
MAZDA,323,COMPACT,1.5,4,M5,X,8.9,6.8,8,35,184
MAZDA,626,MID-SIZE,2,4,A4,X,12.1,8.7,10.6,27,244
MAZDA,626,MID-SIZE,2,4,M5,X,10.8,7.9,9.5,30,219
MAZDA,626,MID-SIZE,2.5,6,A4,Z,14.3,10.6,12.6,22,290
MAZDA,626,MID-SIZE,2.5,6,M5,Z,13.3,10.2,11.9,24,274
MAZDA,323 #,COMPACT,1.8,4,A4,X,11.9,8.9,10.6,27,244
MAZDA,323 #,COMPACT,1.8,4,M5,X,10.4,8.1,9.4,30,216
MAZDA,323 S,MID-SIZE,1.6,4,A4,X,11,8.1,9.7,29,223
MAZDA,323 S,MID-SIZE,1.6,4,M5,X,9.8,7.5,8.8,32,202
MAZDA,929 SERENIA #,MID-SIZE,3,6,A4,Z,14.8,11.1,13.1,22,301
MAZDA,B2300,PICKUP TRUCK - STANDARD,2.3,4,A4,X,13,10.4,11.8,24,271
MAZDA,B2300 4X4,PICKUP TRUCK - STANDARD,2.3,4,M5,X,12.3,9.7,11.2,25,258
MAZDA,B3000,PICKUP TRUCK - STANDARD,3,6,A4,X,14.8,10.7,13,22,299
MAZDA,B3000 4X4,PICKUP TRUCK - STANDARD,3,6,M5,X,14.8,10.5,12.9,22,297
MAZDA,MILLENIA,COMPACT,2.3,6,A4,Z,13.7,9.5,11.8,24,271
MAZDA,MILLENIA,COMPACT,2.5,6,A4,Z,13.7,9.8,12,24,276
MAZDA,MPV 2.6L,MINIVAN,2.6,4,A4,X,15.1,11.1,13.3,21,306
MAZDA,MPV 3.0L,MINIVAN,3,6,A4,X,17.7,12.6,15.4,18,354
MAZDA,MPV 3.0L 4X4,MINIVAN,3,6,A4,X,18.7,14.2,16.7,17,384
MAZDA,MX-3 PRECIDIA,SUBCOMPACT,1.8,6,A4,X,13.8,9.5,11.9,24,274
MAZDA,MX-3 PRECIDIA,SUBCOMPACT,1.8,6,M5,X,12.1,9.1,10.8,26,248
MAZDA,MX-3 PRECIDIA #,SUBCOMPACT,1.6,4,A4,X,10.9,7.6,9.4,30,216
MAZDA,MX-3 PRECIDIA #,SUBCOMPACT,1.6,4,M5,X,9.5,7.1,8.4,34,193
MAZDA,MX-5 MIATA #,TWO-SEATER,1.8,4,A4,X,12.2,9.7,11.1,25,255
MAZDA,MX-5 MIATA #,TWO-SEATER,1.8,4,M5,X,12.2,9.7,11.1,25,255
MAZDA,MX-6,SUBCOMPACT,2,4,A4,X,12.1,8.7,10.6,27,244
MAZDA,MX-6,SUBCOMPACT,2,4,M5,X,10.8,7.9,9.5,30,219
MAZDA,MX-6,SUBCOMPACT,2.5,6,A4,Z,14.3,10.6,12.6,22,290
MAZDA,MX-6,SUBCOMPACT,2.5,6,M5,Z,13.3,10.2,11.9,24,274
MAZDA,PROTEGE,COMPACT,1.5,4,A4,X,10.4,7.5,9.1,31,209
